Image Name,Extracted Numbers
VW_DTN01_A_00002_101000000000000000002051033000000.front.JPG,"19, 224382, 196, 12, 2, 4, 6, 7, 4, 2, 6303, 362217, 32222, 0, 58, 06, 5, 38, 35194, 2955471368, 9, 7, 5559, 24, 6, 4, 86.5, 0485084, 15.3525, 394479, 6783, 73644, 32, 2, 5.850, 6., 2, 6.4, 6, 0, 444, 4, 6, 1, 8826.6, 7, 7789, 9, 0791, 6620, 36260498186, 03, 4053, 847, 042530, 5789., 84, 07, 22, 436.14, 4, 22322, 549742833, 060, 3, 584, 31, 31793, 00, 603, 3.8025, 73., 8, 93.62596, 303, 6, 02675, 8, 3, 019625.69, 175709, 5, 43, 844053954.18, 9, 3.3, 015, 9, 2, 12, 0, 7, 8, 09, 368, 2, 72, 772, 137006341, 4, 90, 442, 783190, 4436, 4.23027, 12176, 3.8770, 4682, 2, 5"
VW_DTN01_L_00007_101000000000000000002038853600000.front.JPG,"2, 8, 9, 33, 4, 8, 9, 3369522, 31615, 2, 395, 0, 295, 9, 0620, 1.65, 4, 8, 268, 3, 3862575, 09, 840, 6, 1948, 8, 28, 00, 57, 159, 4, 1.679, 15759, 33690, 2, 52813168, 7, 2, 9.9, 5, 22, 24303, 2, 29807, 5, 29, 625, 3, 5, 0, 9, 8, 3, 59, 51, 937, 3, 0, 65, 68, 3009643, 16, 2, 30, 25, 1., 9, 44, 67, 3, 4412, 1, 57, 3, 2, 6, 04, 68, 9, 5, 3, 95, 93, 1295, 15, 41, 40, 9, 404, 40, 7, 8159, 2, 12, 58, 909, 624, 0303, 3089, 4, 0, 6, 07996441996, 1, 425, 158, 08, 01, 8, 47, 158, 4., 6, 81.5, 59, 59"
